SITE,ARRONDISSEMENT,COMMUNE,ADRESSE1,ADRESSE2,LONGITUDE,LATITUDE,Nom_Fichier,Taille_fichier,URL_Fichier
Abeilles,13001,Marseille,14 rue Flegier,,5.38519644603928,43.3018104921603,rapport_synthese_1277-Ecole élémentaire-Abeilles.pdf,0.43 Mo,https://documents.e-mrs.fr/f048747e-0ddf-41c5-bb9a-7d8819834d22
Abeilles,13001,Marseille,14 rue Flegier,,5.38519644603928,43.3018104921603,rapport_synthese_25998-Réfectoire-Abeilles Elem.pdf,0.34 Mo,https://documents.e-mrs.fr/a457138f-52ca-45ab-a054-1cc2cc7bfd73
Abeilles,13001,Marseille,14 rue Flegier,,5.38519644603928,43.3018104921603,rapport_25998-Réfectoire-Abeilles Elem.pdf,0.31 Mo,https://documents.e-mrs.fr/ee6723dd-f7c2-481c-8b82-52d5951eaa69
Abeilles,13001,Marseille,14 rue Flegier,,5.38519644603928,43.3018104921603,rapport_1277-Ecole élémentaire-Abeilles.pdf,3.14 Mo,https://documents.e-mrs.fr/89c5f3ac-711c-4f89-ae7f-00ca39d288a2
Abeilles,13001,Marseille,14 rue Flegier,,5.38519644603928,43.3018104921603,13001_Abeilles.zip,67.21 Mo,https://documents.e-mrs.fr/fd0dbdc4-f7f5-47e1-a95f-c9799646e236
Consolat Abeilles,13001,Marseille,160 rue Consolat,,5.39328681538547,43.302830321044,rapport_synthese_3813-Ecole maternelle-Consolat Abeilles.pdf,0.42 Mo,https://documents.e-mrs.fr/0ba9c601-2712-488a-9624-d44282a1c0f5
Consolat Abeilles,13001,Marseille,160 rue Consolat,,5.39328681538547,43.302830321044,rapport_synthese_30078-Réfectoire-Consolat-Abeille mat.pdf,0.35 Mo,https://documents.e-mrs.fr/30acb0b9-c569-4ceb-acff-242641ad84fd
Consolat Abeilles,13001,Marseille,160 rue Consolat,,5.39328681538547,43.302830321044,rapport_30078-Réfectoire-Consolat-Abeille mat.pdf,0.45 Mo,https://documents.e-mrs.fr/5f1afe97-4bff-4a6c-90e4-57e446244ab2
Consolat Abeilles,13001,Marseille,160 rue Consolat,,5.39328681538547,43.302830321044,rapport_3813-Ecole maternelle-Consolat Abeilles.pdf,1.72 Mo,https://documents.e-mrs.fr/f52fc954-9528-4802-b539-934cdb6379d2
Consolat Abeilles,13001,Marseille,160 rue Consolat,,5.39328681538547,43.302830321044,13001_ConsolatAbeilles.zip,42.35 Mo,https://documents.e-mrs.fr/e129524d-cda1-4006-8a0e-4e87b7943ce3
Convalescents Korsec,13001,Marseille,13 rue des Convalescents,,5.37950396323761,43.3001835808935,rapport_synthese_640-Ecole élémentaire-Convalescents Korsec.pdf,0.38 Mo,https://documents.e-mrs.fr/2eb02485-34c5-4c63-93c3-8481189780ad
Convalescents Korsec,13001,Marseille,13 rue des Convalescents,,5.37950396323761,43.3001835808935,rapport_synthese_30076-Réfectoire-Convalescent elem.pdf,0.31 Mo,https://documents.e-mrs.fr/38051fb4-2bae-401a-85a4-56c4a8ae1e88
Convalescents Korsec,13001,Marseille,13 rue des Convalescents,,5.37950396323761,43.3001835808935,rapport_30076-Réfectoire-Convalescent elem.pdf,0.65 Mo,https://documents.e-mrs.fr/56f11128-477a-405a-a791-a2a30aad46b3
Convalescents Korsec,13001,Marseille,13 rue des Convalescents,,5.37950396323761,43.3001835808935,rapport_640-Ecole élémentaire-Convalescents Korsec.pdf,1.89 Mo,https://documents.e-mrs.fr/e9824e6e-1c35-4ba8-a51d-0d4ecc1b5dd7
Convalescents Korsec,13001,Marseille,13 rue des Convalescents,,5.37950396323761,43.3001835808935,13001_ConvalescentsKorsec.zip,27.69 Mo,https://documents.e-mrs.fr/89c886d9-f1c8-446e-b9ed-0a26586aa8aa
Hotel des Postes,13001,Marseille,2 Place de l'Hotel des Postes,,5.37434242070366,43.2989976702288,rapport_synthese_30154-Réfectoire-Hotel Des Postes Mat.pdf,0.33 Mo,https://documents.e-mrs.fr/9d3d73ff-bff5-4cfc-ac88-96804883eefe
Hotel des Postes,13001,Marseille,2 Place de l'Hotel des Postes,,5.37434242070366,43.2989976702288,rapport_synthese_1901-Ecole maternelle-Hotel des Postes.pdf,0.38 Mo,https://documents.e-mrs.fr/c7a0b561-9c5b-4053-b5ad-32cb87e22ac5
Hotel des Postes,13001,Marseille,2 Place de l'Hotel des Postes,,5.37434242070366,43.2989976702288,rapport_30154-Réfectoire-Hotel Des Postes Mat.pdf,0.39 Mo,https://documents.e-mrs.fr/e6d6c013-ccf3-45f4-8130-3303d05e952f
Hotel des Postes,13001,Marseille,2 Place de l'Hotel des Postes,,5.37434242070366,43.2989976702288,rapport_1901-Ecole maternelle-Hotel des Postes.pdf,1.75 Mo,https://documents.e-mrs.fr/b17ddc63-acc1-4b6f-acc5-c51fd0bf4ab5
Hotel des Postes,13001,Marseille,2 Place de l'Hotel des Postes,,5.37434242070366,43.2989976702288,13001_HoteldesPostes.zip,22.03 Mo,https://documents.e-mrs.fr/7f0507c7-9b16-4513-8df8-e1da126efa5d
Maurice Korsec,13001,Marseille,2 rue Maurice Korsec,,5.379483074404,43.3005944290959,rapport_synthese_1900-Ecole élémentaire-Maurice Korsec.pdf,0.42 Mo,https://documents.e-mrs.fr/70afcd76-0658-41d8-be80-f01767ec7bc6
Maurice Korsec,13001,Marseille,2 rue Maurice Korsec,,5.379483074404,43.3005944290959,rapport_synthese_30077-Réfectoire-Korsec elem.pdf,0.35 Mo,https://documents.e-mrs.fr/02ee2618-bd2b-415d-92b7-8b71b63b06ed
Maurice Korsec,13001,Marseille,2 rue Maurice Korsec,,5.379483074404,43.3005944290959,rapport_30077-Réfectoire-Korsec elem.pdf,0.28 Mo,https://documents.e-mrs.fr/eb2c81de-4d75-4558-afb7-9824db9a7da0
Maurice Korsec,13001,Marseille,2 rue Maurice Korsec,,5.379483074404,43.3005944290959,rapport_1900-Ecole élémentaire-Maurice Korsec.pdf,2.32 Mo,https://documents.e-mrs.fr/ea63295b-de6a-4087-8f2e-87cd9d9f6e62
Maurice Korsec,13001,Marseille,2 rue Maurice Korsec,,5.379483074404,43.3005944290959,13001_MauriceKorsec.zip,29.38 Mo,https://documents.e-mrs.fr/4cd0e796-ef90-4c18-aa82-93cb51ebcad2
Parmentier,13001,Marseille,7 rue Parmentier,,5.3794185433179,43.2997897445846,rapport_synthese_30641-Réfectoire-Parmentier Mat.pdf,0.34 Mo,https://documents.e-mrs.fr/2d8a56f0-2161-44df-9281-00d8fda81b96
Parmentier,13001,Marseille,7 rue Parmentier,,5.3794185433179,43.2997897445846,rapport_synthese_2476-Ecole maternelle-Parmentier.pdf,0.38 Mo,https://documents.e-mrs.fr/099bfc86-c581-413e-b782-ad109129e296
Parmentier,13001,Marseille,7 rue Parmentier,,5.3794185433179,43.2997897445846,rapport_30641-Réfectoire-Parmentier Mat.pdf,0.28 Mo,https://documents.e-mrs.fr/3ddaf5f1-d3a1-4e50-9287-1dcfb20b3bf8
Parmentier,13001,Marseille,7 rue Parmentier,,5.3794185433179,43.2997897445846,rapport_2476-Ecole maternelle-Parmentier.pdf,2.03 Mo,https://documents.e-mrs.fr/919d8273-711e-4d43-8ec9-c83d69e3ccee
Parmentier,13001,Marseille,7 rue Parmentier,,5.3794185433179,43.2997897445846,13001_Parmentier.zip,35.59 Mo,https://documents.e-mrs.fr/49739d1e-a3d6-4257-92d9-bd0a4c85a736
Saint Savournin,13001,Marseille,12 rue Barthelemy,,5.38637890045206,43.2979081257236,rapport_synthese_30075-Réfectoire-Saint Savournin Mat.pdf,0.36 Mo,https://documents.e-mrs.fr/e031f65d-6d46-438a-8fcb-4e20ce6442bb
Saint Savournin,13001,Marseille,12 rue Barthelemy,,5.38637890045206,43.2979081257236,rapport_synthese_31661-Conciergerie-Saint Savournin.pdf,0.33 Mo,https://documents.e-mrs.fr/1cac83e0-7ef9-42e9-8c70-975207a43d58
Saint Savournin,13001,Marseille,12 rue Barthelemy,,5.38637890045206,43.2979081257236,rapport_synthese_25276-Ecole élémentaire-Saint Savournin.pdf,0.36 Mo,https://documents.e-mrs.fr/352a0f5e-47d9-4aca-8713-4c8e265837dc
Saint Savournin,13001,Marseille,12 rue Barthelemy,,5.38637890045206,43.2979081257236,rapport_synthese_4421-Ecole maternelle-Saint Savournin.pdf,0.41 Mo,https://documents.e-mrs.fr/38c2f778-97d2-48d7-b06c-f02b8c4e0a75
Saint Savournin,13001,Marseille,12 rue Barthelemy,,5.38637890045206,43.2979081257236,rapport_25276-Ecole élémentaire-Saint Savournin.pdf,2.04 Mo,https://documents.e-mrs.fr/dd9a0b04-001a-4efc-a453-aa2c2ed1f766
Saint Savournin,13001,Marseille,12 rue Barthelemy,,5.38637890045206,43.2979081257236,rapport_30075-Réfectoire-Saint Savournin Mat.pdf,0.48 Mo,https://documents.e-mrs.fr/50edcbac-8daf-4628-939b-b3008dd1eda0
Saint Savournin,13001,Marseille,12 rue Barthelemy,,5.38637890045206,43.2979081257236,rapport_31661-Conciergerie-Saint Savournin.pdf,0.24 Mo,https://documents.e-mrs.fr/209e784d-5a85-4cf6-9380-28c98c6fcbfe
Saint Savournin,13001,Marseille,12 rue Barthelemy,,5.38637890045206,43.2979081257236,rapport_4421-Ecole maternelle-Saint Savournin.pdf,1.66 Mo,https://documents.e-mrs.fr/219b301c-332e-4b09-a896-f856b4e7a681
Saint Savournin,13001,Marseille,12 rue Barthelemy,,5.38637890045206,43.2979081257236,13001_SaintSavournin.zip,68.92 Mo,https://documents.e-mrs.fr/45eec4a5-5cb9-4f86-97f7-bddbe9e2852a
Butte Des Carmes,13002,Marseille,rue des Grands Carmes,ZAC Sainte Barbe,5.37275731923013,43.3009555198557,2240_Synthese_Maternelle_ButtesDesCarmes.pdf,0.62 Mo,https://documents.e-mrs.fr/e1be89af-f36b-46e9-95e4-2ae34e9c88fe
Butte Des Carmes,13002,Marseille,rue des Grands Carmes,ZAC Sainte Barbe,5.37275731923013,43.3009555198557,13002_ButteDesCarmes.zip,41.79 Mo,https://documents.e-mrs.fr/3296e24d-1389-4184-a168-606a0559ef14
Chevalier Paul - Désirée Clary,13002,Marseille,74 rue du Chevalier Paul,,5.3694883769111,43.3093396212742,3144_Synthese_Maternelle_DesireeClary.pdf,0.73 Mo,https://documents.e-mrs.fr/39972329-fc7e-43a3-a1c2-3001d4f5d4da
Chevalier Paul - Désirée Clary,13002,Marseille,74 rue du Chevalier Paul,,5.3694883769111,43.3093396212742,25161_Synthese_Elementaire_ChevalierPaul.pdf,0.73 Mo,https://documents.e-mrs.fr/53434803-d942-4a87-bb93-232c559d6194
Chevalier Paul - Désirée Clary,13002,Marseille,74 rue du Chevalier Paul,,5.3694883769111,43.3093396212742,13002_ChevalierPaul-DesireeClary.zip,64.37 Mo,https://documents.e-mrs.fr/f0767f98-bc70-4a94-945b-56895b177b78
Dames,13002,Marseille,6 rue du Terras,,5.37168051902774,43.301765907705,1902_Synthese_Maternelle_Dames.pdf,0.74 Mo,https://documents.e-mrs.fr/3766977d-ab09-448e-9dce-c4a6c034451e
Dames,13002,Marseille,6 rue du Terras,,5.37168051902774,43.301765907705,13002_Dames.zip,24.85 Mo,https://documents.e-mrs.fr/db9179e8-90a6-4e73-9534-593196de96a1
Evéché,13002,Marseille,41 rue de l' Eveche,,5.36648248998964,43.3003300374742,1255_Synthese_Maternelle_Eveche.pdf,0.60 Mo,https://documents.e-mrs.fr/da81015a-7eeb-4d92-b9ad-fe3c2508e76c
Evéché,13002,Marseille,41 rue de l' Eveche,,5.36648248998964,43.3003300374742,13002_Eveche.zip,24.84 Mo,https://documents.e-mrs.fr/679dd1c6-fb99-4b62-b367-28b92e2652f5
Franéois Moisson,13002,Marseille,19 rue Francois Moisson,,5.36901872194535,43.3011743519672,25166_Synthese_Maternelle_Francois_Moisson.pdf,0.85 Mo,https://documents.e-mrs.fr/7fc47e87-09ec-4e20-8f5f-fb053448f3b4
Franéois Moisson,13002,Marseille,19 rue Francois Moisson,,5.36901872194535,43.3011743519672,4420_Synthese_Elementaire_Francois_Moisson.pdf,0.62 Mo,https://documents.e-mrs.fr/0ad57bd6-fe9d-4e4f-a571-dcbc94d2f31a
Franéois Moisson,13002,Marseille,19 rue Francois Moisson,,5.36901872194535,43.3011743519672,13002_FrancoisMoisson.zip,70.02 Mo,https://documents.e-mrs.fr/145a9bb9-4a90-4673-bcd9-20bf7b16bf5f
Hozier,13002,Marseille,2 rue d'hozier,,5.37005182813438,43.3044615062444,3810_Synthese_Elementaire_Hozier.pdf,0.65 Mo,https://documents.e-mrs.fr/98c6aa4e-43b1-4ddb-b1eb-0026027b06dc
Hozier,13002,Marseille,2 rue d'hozier,,5.37005182813438,43.3044615062444,13002_Hozier.zip,19.20 Mo,https://documents.e-mrs.fr/6297716b-8006-4980-ab36-e9ea3f75f75c
Les Accoules,13002,Marseille,27 montee des Accoules,,5.36688501756355,43.297648374693,5048_Synthese_Elementaire_Accoules.pdf,0.63 Mo,https://documents.e-mrs.fr/e184046d-2205-4803-af88-add38664eefd
Les Accoules,13002,Marseille,27 montee des Accoules,,5.36688501756355,43.297648374693,13002_LesAccoules.zip,28.79 Mo,https://documents.e-mrs.fr/8398099c-f9ad-4119-bc60-bdbdc3e7f1e7
Madrague-Ville-Oddo,13002,Marseille,143 Chemin de la Madrague Ville,,5.360418,43.327085,5038-Synthese-elementaire_Oddo-annexe-Madrague-Ville.pdf,0.53 Mo,https://documents.e-mrs.fr/018989b4-c5b5-4a68-8fc6-f933bc771583
Madrague-Ville-Oddo,13002,Marseille,143 Chemin de la Madrague Ville,,5.360418,43.327085,13002_Madrague-Ville-Oddo.zip,30.50 Mo,https://documents.e-mrs.fr/b62ae91c-85d9-46b9-948f-4a891a2b395d
Major,13002,Marseille,41 rue de l'Eveche,,5.36637740260311,43.300687029082,3173_Synthese_Elementaire_Major.pdf,0.65 Mo,https://documents.e-mrs.fr/c8bf6814-d760-4193-aba1-6658eb7e99bc
Major,13002,Marseille,41 rue de l'Eveche,,5.36637740260311,43.300687029082,13002_Major.zip,22.59 Mo,https://documents.e-mrs.fr/a6b906a8-5553-4eb2-b1e4-7aeef97549aa
Montolieu,13002,Marseille,10 rue Montolieu,,5.37293235078202,43.3033344091665,2517_Synthese_Maternelle_Montolieu.pdf,0.67 Mo,https://documents.e-mrs.fr/49e75306-2e31-47dc-9af9-a72c4acb1748
Montolieu,13002,Marseille,10 rue Montolieu,,5.37293235078202,43.3033344091665,13002_Montolieu.zip,20.89 Mo,https://documents.e-mrs.fr/0fee7a5f-2b37-4a5e-8e50-d7549dd87254
Moulins,13002,Marseille,1 rue des Muettes,,5.36788391026436,43.2981840156916,3142_Synthese_Maternelle_Moulins.pdf,0.67 Mo,https://documents.e-mrs.fr/460c0cf9-bd9a-41ee-a98d-557b7e8465ee
Moulins,13002,Marseille,1 rue des Muettes,,5.36788391026436,43.2981840156916,13002_Moulins.zip,18.07 Mo,https://documents.e-mrs.fr/b2e1095d-65d0-4228-b9a0-27961ee7d5f9
Vincent Leblanc,13002,Marseille,32 rue Vincent Leblanc,,5.36812775926037,43.3055095720964,652_Synthese_Elementaire_VincentLeblanc.pdf,0.64 Mo,https://documents.e-mrs.fr/72b70f20-6ecb-464d-90d7-3148c8ee2346
Vincent Leblanc,13002,Marseille,32 rue Vincent Leblanc,,5.36812775926037,43.3055095720964,2520_Synthese_Maternelle_VincentLeblanc.pdf,0.64 Mo,https://documents.e-mrs.fr/e07aa3e2-8e0f-4c5e-b2c4-aa216ee579e7
